Row_ID,Order_ID,Order_Date,Ship_Date,Category,City,Country,Customer_ID,Customer_Name,Delivery_Pace,Delivery_Time,Month_Name,Postal_Code,Product_ID,Product_Name,Region,Sales,Segment,Ship_Mode,State,Sub_Category,Year
2506,CA-2015-143917,25-07-2015,27-07-2015,Office Supplies,San Francisco,United States,KL-16645,Ken Lonsdale,Fast,2,July,94122,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,West,8187.65,Consumer,Second Class,California,Supplies,2015
2507,CA-2015-143917,25-07-2015,27-07-2015,Furniture,San Francisco,United States,KL-16645,Ken Lonsdale,Fast,2,July,94122,FUR-FU-10004351,Staple-based wall hangings,West,77.92,Consumer,Second Class,California,Furnishings,2015
2508,CA-2016-120397,02-07-2016,02-07-2016,Office Supplies,Houston,United States,RB-19435,Richard Bierner,Fast,0,July,77070,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Central,32.784,Consumer,Same Day,Texas,Appliances,2016
2509,CA-2018-163902,02-03-2018,08-03-2018,Technology,Los Angeles,United States,MY-17380,Maribeth Yedwab,Slow,6,March,90045,TEC-PH-10000675,Panasonic KX TS3282B Corded phone,West,196.776,Corporate,Standard Class,California,Phones,2018
2510,CA-2018-163902,02-03-2018,08-03-2018,Technology,Los Angeles,United States,MY-17380,Maribeth Yedwab,Slow,6,March,90045,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,West,479.94,Corporate,Standard Class,California,Accessories,2018
2511,CA-2017-136812,18-11-2017,23-11-2017,Office Supplies,Oklahoma City,United States,AW-10930,Arthur Wiediger,Slow,5,November,73120,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Central,1117.92,Home Office,Standard Class,Oklahoma,Storage,2017
2512,CA-2016-102722,18-04-2016,19-04-2016,Technology,Monroe,United States,KW-16570,Kelly Williams,Fast,1,April,71203,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,South,106.5,Consumer,First Class,Louisiana,Accessories,2016
2513,CA-2018-155089,02-12-2018,06-12-2018,Office Supplies,Tampa,United States,DB-12910,Daniel Byrd,Slow,4,December,33614,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",South,45.66,Home Office,Standard Class,Florida,Binders,2018
2514,CA-2017-124506,11-11-2017,17-11-2017,Technology,Chicago,United States,BB-11545,Brenda Bowman,Slow,6,November,60623,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Central,95.968,Corporate,Standard Class,Illinois,Accessories,2017
2515,CA-2017-124506,11-11-2017,17-11-2017,Furniture,Chicago,United States,BB-11545,Brenda Bowman,Slow,6,November,60623,FUR-CH-10004540,Global Chrome Stack Chair,Central,47.992,Corporate,Standard Class,Illinois,Chairs,2017
2516,CA-2015-106572,05-09-2015,10-09-2015,Office Supplies,Bowling Green,United States,NP-18700,Nora Preis,Slow,5,September,43402,OFF-ST-10000585,Economy Rollaway Files,East,264.32,Consumer,Standard Class,Ohio,Storage,2015
2517,CA-2015-128888,15-11-2015,22-11-2015,Office Supplies,Houston,United States,PB-19105,Peter Bühler,Slow,7,November,77095,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Central,604.656,Consumer,Standard Class,Texas,Envelopes,2015
2518,CA-2018-123134,02-05-2018,07-05-2018,Furniture,Westfield,United States,DW-13585,Dorothy Wardle,Slow,5,May,7090,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,East,129.93,Corporate,Standard Class,New Jersey,Furnishings,2018
2519,CA-2017-124352,15-10-2017,21-10-2017,Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Slow,6,October,73120,OFF-LA-10004559,Avery 49,Central,20.16,Home Office,Standard Class,Oklahoma,Labels,2017
2520,CA-2017-124352,15-10-2017,21-10-2017,Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Slow,6,October,73120,OFF-LA-10003223,Avery 508,Central,29.46,Home Office,Standard Class,Oklahoma,Labels,2017
2521,CA-2017-124352,15-10-2017,21-10-2017,Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Slow,6,October,73120,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Central,868.59,Home Office,Standard Class,Oklahoma,Appliances,2017
2522,CA-2017-124352,15-10-2017,21-10-2017,Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Slow,6,October,73120,OFF-PA-10003177,Xerox 1999,Central,12.96,Home Office,Standard Class,Oklahoma,Paper,2017
2523,CA-2017-124352,15-10-2017,21-10-2017,Technology,Oklahoma City,United States,CD-12790,Cynthia Delaney,Slow,6,October,73120,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Central,5.5,Home Office,Standard Class,Oklahoma,Phones,2017
2524,CA-2017-124352,15-10-2017,21-10-2017,Office Supplies,Oklahoma City,United States,CD-12790,Cynthia Delaney,Slow,6,October,73120,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Central,121.6,Home Office,Standard Class,Oklahoma,Binders,2017
2525,CA-2016-124541,06-04-2016,10-04-2016,Office Supplies,Houston,United States,TT-21220,Thomas Thornton,Slow,4,April,77041,OFF-AR-10004078,Newell 312,Central,42.048,Consumer,Standard Class,Texas,Art,2016
2526,CA-2016-124541,06-04-2016,10-04-2016,Technology,Houston,United States,TT-21220,Thomas Thornton,Slow,4,April,77041,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Central,25.488,Consumer,Standard Class,Texas,Accessories,2016
2527,CA-2016-124541,06-04-2016,10-04-2016,Office Supplies,Houston,United States,TT-21220,Thomas Thornton,Slow,4,April,77041,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Central,6.9,Consumer,Standard Class,Texas,Binders,2016
2528,CA-2016-124541,06-04-2016,10-04-2016,Office Supplies,Houston,United States,TT-21220,Thomas Thornton,Slow,4,April,77041,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Central,9.648,Consumer,Standard Class,Texas,Binders,2016
2529,CA-2016-124541,06-04-2016,10-04-2016,Office Supplies,Houston,United States,TT-21220,Thomas Thornton,Slow,4,April,77041,OFF-PA-10001526,Xerox 1949,Central,7.968,Consumer,Standard Class,Texas,Paper,2016
2530,CA-2015-108707,24-10-2015,29-10-2015,Office Supplies,Fort Lauderdale,United States,DB-12910,Daniel Byrd,Slow,5,October,33311,OFF-PA-10000788,Xerox 210,South,10.368,Home Office,Standard Class,Florida,Paper,2015
2531,CA-2015-111500,17-08-2015,21-08-2015,Office Supplies,Little Rock,United States,DJ-13510,Don Jones,Slow,4,August,72209,OFF-PA-10000595,Xerox 1929,South,114.2,Corporate,Standard Class,Arkansas,Paper,2015
2532,CA-2015-111500,17-08-2015,21-08-2015,Office Supplies,Little Rock,United States,DJ-13510,Don Jones,Slow,4,August,72209,OFF-BI-10000829,Avery Non-Stick Binders,South,17.96,Corporate,Standard Class,Arkansas,Binders,2015
2533,CA-2015-111500,17-08-2015,21-08-2015,Office Supplies,Little Rock,United States,DJ-13510,Don Jones,Slow,4,August,72209,OFF-FA-10002676,Colored Push Pins,South,12.67,Corporate,Standard Class,Arkansas,Fasteners,2015
2534,CA-2015-111500,17-08-2015,21-08-2015,Technology,Little Rock,United States,DJ-13510,Don Jones,Slow,4,August,72209,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,South,339.96,Corporate,Standard Class,Arkansas,Accessories,2015
2535,US-2018-117723,15-08-2018,18-08-2018,Office Supplies,Philadelphia,United States,DL-13495,Dionis Lloyd,Fast,3,August,19120,OFF-ST-10004459,Tennsco Single-Tier Lockers,East,1801.632,Corporate,Second Class,Pennsylvania,Storage,2018
2536,CA-2016-143238,06-09-2016,08-09-2016,Technology,La Quinta,United States,LO-17170,Lori Olson,Fast,2,September,92253,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,West,46.32,Corporate,First Class,California,Accessories,2016
2537,CA-2016-168746,27-01-2016,29-01-2016,Furniture,Cleveland,United States,SV-20365,Seth Vernon,Fast,2,January,44105,FUR-CH-10000513,High-Back Leather Manager's Chair,East,181.986,Consumer,Second Class,Ohio,Chairs,2016
2538,CA-2016-168746,27-01-2016,29-01-2016,Technology,Cleveland,United States,SV-20365,Seth Vernon,Fast,2,January,44105,TEC-PH-10000895,Polycom VVX 310 VoIP phone,East,431.976,Consumer,Second Class,Ohio,Phones,2016
2539,CA-2016-168746,27-01-2016,29-01-2016,Technology,Cleveland,United States,SV-20365,Seth Vernon,Fast,2,January,44105,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,East,155.37,Consumer,Second Class,Ohio,Phones,2016
2540,CA-2016-113404,16-07-2016,16-07-2016,Furniture,San Francisco,United States,EM-13810,Eleni McCrary,Fast,0,July,94122,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,1348.704,Corporate,Same Day,California,Chairs,2016
2541,CA-2016-113404,16-07-2016,16-07-2016,Furniture,San Francisco,United States,EM-13810,Eleni McCrary,Fast,0,July,94122,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,West,700.152,Corporate,Same Day,California,Chairs,2016
2542,CA-2017-144792,30-04-2017,04-05-2017,Furniture,Scottsdale,United States,KD-16615,Ken Dana,Slow,4,April,85254,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,West,111.888,Corporate,Standard Class,Arizona,Furnishings,2017
2543,CA-2015-164385,26-09-2015,01-10-2015,Office Supplies,Philadelphia,United States,NB-18580,Nicole Brennan,Slow,5,September,19134,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,East,143.952,Corporate,Second Class,Pennsylvania,Appliances,2015
2544,US-2017-114174,08-09-2017,14-09-2017,Furniture,Malden,United States,AP-10720,Anne Pryor,Slow,6,September,2148,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",East,173.94,Home Office,Standard Class,Massachusetts,Bookcases,2017
2545,US-2017-114174,08-09-2017,14-09-2017,Office Supplies,Malden,United States,AP-10720,Anne Pryor,Slow,6,September,2148,OFF-LA-10000248,Avery 52,East,14.76,Home Office,Standard Class,Massachusetts,Labels,2017
2546,CA-2018-108070,16-04-2018,20-04-2018,Office Supplies,San Jose,United States,JE-15745,Joel Eaton,Slow,4,April,95123,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",West,205.92,Consumer,Standard Class,California,Storage,2018
2547,CA-2018-108070,16-04-2018,20-04-2018,Furniture,San Jose,United States,JE-15745,Joel Eaton,Slow,4,April,95123,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,102.833,Consumer,Standard Class,California,Bookcases,2018
2548,US-2016-128090,16-08-2016,22-08-2016,Office Supplies,Phoenix,United States,JM-15865,John Murray,Slow,6,August,85023,OFF-AR-10002255,Newell 346,West,2.304,Consumer,Standard Class,Arizona,Art,2016
2549,US-2016-128090,16-08-2016,22-08-2016,Technology,Phoenix,United States,JM-15865,John Murray,Slow,6,August,85023,TEC-PH-10002624,Samsung Galaxy S4 Mini,West,1879.96,Consumer,Standard Class,Arizona,Phones,2016
2550,US-2016-128090,16-08-2016,22-08-2016,Office Supplies,Phoenix,United States,JM-15865,John Murray,Slow,6,August,85023,OFF-PA-10001878,Xerox 1891,West,313.024,Consumer,Standard Class,Arizona,Paper,2016
2551,US-2016-128090,16-08-2016,22-08-2016,Office Supplies,Phoenix,United States,JM-15865,John Murray,Slow,6,August,85023,OFF-LA-10000452,Avery 488,West,5.04,Consumer,Standard Class,Arizona,Labels,2016
2552,CA-2018-101042,19-11-2018,23-11-2018,Furniture,Henderson,United States,AB-10105,Adrian Barton,Slow,4,November,42420,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",South,821.88,Consumer,Standard Class,Kentucky,Furnishings,2018
2553,CA-2018-101042,19-11-2018,23-11-2018,Office Supplies,Henderson,United States,AB-10105,Adrian Barton,Slow,4,November,42420,OFF-BI-10000088,GBC Imprintable Covers,South,21.96,Consumer,Standard Class,Kentucky,Binders,2018
2554,CA-2017-155439,14-09-2017,18-09-2017,Office Supplies,Columbia,United States,PN-18775,Parhena Norris,Slow,4,September,29203,OFF-PA-10000029,Xerox 224,South,25.92,Home Office,Standard Class,South Carolina,Paper,2017
2555,CA-2017-118626,15-08-2017,20-08-2017,Technology,Tallahassee,United States,JC-15775,John Castell,Slow,5,August,32303,TEC-PH-10000369,HTC One Mini,South,705.544,Consumer,Standard Class,Florida,Phones,2017
2556,CA-2016-111458,26-09-2016,30-09-2016,Technology,New York City,United States,PF-19165,Philip Fox,Slow,4,September,10035,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,East,50,Consumer,Standard Class,New York,Accessories,2016
2557,US-2017-126844,08-10-2017,14-10-2017,Furniture,Houston,United States,BW-11110,Bart Watters,Slow,6,October,77070,FUR-FU-10004909,Contemporary Wood/Metal Frame,Central,51.712,Corporate,Standard Class,Texas,Furnishings,2017
2558,US-2016-112508,24-03-2016,30-03-2016,Office Supplies,Coral Springs,United States,BP-11185,Ben Peterman,Slow,6,March,33065,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",South,6.992,Corporate,Standard Class,Florida,Appliances,2016
2559,CA-2016-147788,31-05-2016,04-06-2016,Furniture,Orem,United States,TM-21010,Tamara Manning,Slow,4,May,84057,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,West,1406.86,Consumer,Standard Class,Utah,Bookcases,2016
2560,CA-2016-147788,31-05-2016,04-06-2016,Office Supplies,Orem,United States,TM-21010,Tamara Manning,Slow,4,May,84057,OFF-LA-10003766,Self-Adhesive Removable Labels,West,15.75,Consumer,Standard Class,Utah,Labels,2016
2561,CA-2016-147788,31-05-2016,04-06-2016,Office Supplies,Orem,United States,TM-21010,Tamara Manning,Slow,4,May,84057,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,323.1,Consumer,Standard Class,Utah,Storage,2016
2562,CA-2016-144288,25-12-2016,31-12-2016,Office Supplies,Nashville,United States,MB-17305,Maria Bertelson,Slow,6,December,37211,OFF-LA-10003190,Avery 474,South,9.216,Consumer,Standard Class,Tennessee,Labels,2016
2563,CA-2016-144288,25-12-2016,31-12-2016,Office Supplies,Nashville,United States,MB-17305,Maria Bertelson,Slow,6,December,37211,OFF-PA-10002787,Xerox 227,South,10.368,Consumer,Standard Class,Tennessee,Paper,2016
2564,CA-2016-110632,17-03-2016,22-03-2016,Technology,New York City,United States,HR-14830,Harold Ryan,Slow,5,March,10009,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,East,15.02,Corporate,Second Class,New York,Accessories,2016
2565,CA-2016-110632,17-03-2016,22-03-2016,Office Supplies,New York City,United States,HR-14830,Harold Ryan,Slow,5,March,10009,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",East,33.82,Corporate,Second Class,New York,Storage,2016
2566,CA-2018-109589,21-12-2018,24-12-2018,Technology,Bowling Green,United States,BD-11635,Brian Derr,Fast,3,December,42104,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,South,71,Consumer,First Class,Kentucky,Accessories,2018
2567,CA-2018-123967,01-11-2018,03-11-2018,Office Supplies,Bellingham,United States,SF-20200,Sarah Foster,Fast,2,November,98226,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,West,25.12,Consumer,Second Class,Washington,Binders,2018
2568,CA-2018-123967,01-11-2018,03-11-2018,Furniture,Bellingham,United States,SF-20200,Sarah Foster,Fast,2,November,98226,FUR-TA-10003954,Hon 94000 Series Round Tables,West,2665.62,Consumer,Second Class,Washington,Tables,2018
2569,CA-2018-148929,07-09-2018,11-09-2018,Office Supplies,New York City,United States,SP-20620,Stefania Perrino,Slow,4,September,10011,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",East,478.08,Corporate,Standard Class,New York,Storage,2018
2570,CA-2018-134404,27-12-2018,27-12-2018,Technology,Newark,United States,DR-12880,Dan Reichenbach,Fast,0,December,43055,TEC-PH-10000576,AT&T 1080 Corded phone,East,164.388,Corporate,Same Day,Ohio,Phones,2018
2571,CA-2018-134404,27-12-2018,27-12-2018,Office Supplies,Newark,United States,DR-12880,Dan Reichenbach,Fast,0,December,43055,OFF-AR-10004441,BIC Brite Liner Highlighters,East,13.248,Corporate,Same Day,Ohio,Art,2018
2572,CA-2018-109778,16-07-2018,21-07-2018,Office Supplies,Woodstock,United States,VM-21685,Valerie Mitchum,Slow,5,July,60098,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Central,2.912,Home Office,Standard Class,Illinois,Art,2018
2573,CA-2017-155845,12-08-2017,15-08-2017,Technology,Carrollton,United States,CM-12235,Chris McAfee,Fast,3,August,75007,TEC-AC-10004145,Logitech diNovo Edge Keyboard,Central,1399.944,Consumer,Second Class,Texas,Accessories,2017
2574,CA-2018-145128,09-07-2018,14-07-2018,Furniture,Lafayette,United States,SM-20320,Sean Miller,Slow,5,July,47905,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Central,526.45,Home Office,Standard Class,Indiana,Furnishings,2018
2575,CA-2015-129091,22-11-2015,27-11-2015,Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,Slow,5,November,31907,OFF-EN-10004955,Fashion Color Clasp Envelopes,South,16.23,Corporate,Standard Class,Georgia,Envelopes,2015
2576,CA-2015-129091,22-11-2015,27-11-2015,Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,Slow,5,November,31907,OFF-BI-10001071,GBC ProClick Punch Binding System,South,319.9,Corporate,Standard Class,Georgia,Binders,2015
2577,CA-2015-129091,22-11-2015,27-11-2015,Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,Slow,5,November,31907,OFF-EN-10001990,Staple envelope,South,11.36,Corporate,Standard Class,Georgia,Envelopes,2015
2578,CA-2015-129091,22-11-2015,27-11-2015,Office Supplies,Columbus,United States,RA-19885,Ruben Ausman,Slow,5,November,31907,OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,South,675.12,Corporate,Standard Class,Georgia,Appliances,2015
2579,US-2015-155502,26-01-2015,31-01-2015,Furniture,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",South,62.82,Home Office,Standard Class,Virginia,Furnishings,2015
2580,US-2015-155502,26-01-2015,31-01-2015,Office Supplies,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",South,489.92,Home Office,Standard Class,Virginia,Storage,2015
2581,US-2015-155502,26-01-2015,31-01-2015,Office Supplies,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",South,19.44,Home Office,Standard Class,Virginia,Paper,2015
2582,US-2015-155502,26-01-2015,31-01-2015,Office Supplies,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",South,16.68,Home Office,Standard Class,Virginia,Paper,2015
2583,US-2015-155502,26-01-2015,31-01-2015,Technology,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,TEC-PH-10004833,Macally Suction Cup Mount,South,155.35,Home Office,Standard Class,Virginia,Phones,2015
2584,US-2015-155502,26-01-2015,31-01-2015,Furniture,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,South,12.42,Home Office,Standard Class,Virginia,Furnishings,2015
2585,US-2015-155502,26-01-2015,31-01-2015,Technology,Alexandria,United States,SD-20485,Shirley Daniels,Slow,5,January,22304,TEC-PH-10002103,Jabra SPEAK 410,South,187.98,Home Office,Standard Class,Virginia,Phones,2015
2586,CA-2016-121041,03-11-2016,10-11-2016,Office Supplies,Haltom City,United States,CS-12250,Chris Selesnick,Slow,7,November,76117,OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Central,6.608,Corporate,Standard Class,Texas,Envelopes,2016
2587,CA-2018-131695,30-06-2018,06-07-2018,Office Supplies,New York City,United States,RA-19285,Ralph Arnett,Slow,6,June,10024,OFF-ST-10001476,Steel Personal Filing/Posting Tote,East,248.57,Consumer,Standard Class,New York,Storage,2018
2588,CA-2018-131695,30-06-2018,06-07-2018,Furniture,New York City,United States,RA-19285,Ralph Arnett,Slow,6,June,10024,FUR-FU-10002045,"Executive Impressions 14""",East,22.23,Consumer,Standard Class,New York,Furnishings,2018
2589,CA-2017-137729,05-05-2017,09-05-2017,Office Supplies,Los Angeles,United States,BF-11005,Barry Franz,Slow,4,May,90004,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,5.98,Home Office,Standard Class,California,Storage,2017
2590,CA-2017-137729,05-05-2017,09-05-2017,Technology,Los Angeles,United States,BF-11005,Barry Franz,Slow,4,May,90004,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,West,246.168,Home Office,Standard Class,California,Phones,2017
2591,US-2017-115455,08-09-2017,14-09-2017,Furniture,Wheeling,United States,SE-20110,Sanjit Engle,Slow,6,September,60090,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Central,14.136,Consumer,Standard Class,Illinois,Furnishings,2017
2592,US-2017-115455,08-09-2017,14-09-2017,Furniture,Wheeling,United States,SE-20110,Sanjit Engle,Slow,6,September,60090,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Central,601.47,Consumer,Standard Class,Illinois,Tables,2017
2593,CA-2018-128300,24-11-2018,26-11-2018,Technology,Summerville,United States,RS-19765,Roland Schwarz,Fast,2,November,29483,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,South,79.1,Corporate,Second Class,South Carolina,Phones,2018
2594,CA-2018-128300,24-11-2018,26-11-2018,Office Supplies,Summerville,United States,RS-19765,Roland Schwarz,Fast,2,November,29483,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,327.84,Corporate,Second Class,South Carolina,Binders,2018
2595,CA-2018-149048,13-05-2018,17-05-2018,Office Supplies,Columbus,United States,BM-11650,Brian Moss,Slow,4,May,47201,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Central,180.96,Corporate,Standard Class,Indiana,Envelopes,2018
2596,CA-2018-149048,13-05-2018,17-05-2018,Office Supplies,Columbus,United States,BM-11650,Brian Moss,Slow,4,May,47201,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Central,914.97,Corporate,Standard Class,Indiana,Binders,2018
2597,CA-2018-149048,13-05-2018,17-05-2018,Technology,Columbus,United States,BM-11650,Brian Moss,Slow,4,May,47201,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,Central,587.97,Corporate,Standard Class,Indiana,Phones,2018
2598,CA-2018-149048,13-05-2018,17-05-2018,Office Supplies,Columbus,United States,BM-11650,Brian Moss,Slow,4,May,47201,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Central,530.34,Corporate,Standard Class,Indiana,Storage,2018
2599,CA-2018-149048,13-05-2018,17-05-2018,Office Supplies,Columbus,United States,BM-11650,Brian Moss,Slow,4,May,47201,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Central,14.94,Corporate,Standard Class,Indiana,Paper,2018
2600,CA-2018-108553,23-04-2018,29-04-2018,Office Supplies,New York City,United States,SK-19990,Sally Knutson,Slow,6,April,10024,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,East,121.94,Consumer,Standard Class,New York,Appliances,2018
2601,CA-2018-108553,23-04-2018,29-04-2018,Office Supplies,New York City,United States,SK-19990,Sally Knutson,Slow,6,April,10024,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",East,122.71,Consumer,Standard Class,New York,Supplies,2018
2602,CA-2017-165848,04-06-2017,04-06-2017,Office Supplies,New York City,United States,EN-13780,Edward Nazzal,Fast,0,June,10035,OFF-PA-10000349,Easy-staple paper,East,14.94,Consumer,Same Day,New York,Paper,2017
2603,CA-2017-165848,04-06-2017,04-06-2017,Technology,New York City,United States,EN-13780,Edward Nazzal,Fast,0,June,10035,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,East,1349.85,Consumer,Same Day,New York,Machines,2017
2604,CA-2017-165848,04-06-2017,04-06-2017,Furniture,New York City,United States,EN-13780,Edward Nazzal,Fast,0,June,10035,FUR-BO-10000362,Sauder Inglewood Library Bookcases,East,136.784,Consumer,Same Day,New York,Bookcases,2017
2605,CA-2017-165848,04-06-2017,04-06-2017,Furniture,New York City,United States,EN-13780,Edward Nazzal,Fast,0,June,10035,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",East,61.12,Consumer,Same Day,New York,Furnishings,2017
2606,CA-2015-112718,16-12-2015,21-12-2015,Office Supplies,Jacksonville,United States,KN-16450,Kean Nguyen,Slow,5,December,32216,OFF-BI-10000591,Avery Binder Labels,South,1.167,Corporate,Standard Class,Florida,Binders,2015
2607,CA-2017-154053,04-03-2017,10-03-2017,Office Supplies,San Diego,United States,MG-17890,Michael Granlund,Slow,6,March,92024,OFF-AR-10003727,Berol Giant Pencil Sharpener,West,16.99,Home Office,Standard Class,California,Art,2017
2608,CA-2015-127446,25-11-2015,30-11-2015,Technology,Arlington,United States,MC-17590,Matt Collister,Slow,5,November,76017,TEC-AC-10001635,KeyTronic KT400U2 - Keyboard - Black,Central,24.672,Corporate,Standard Class,Texas,Accessories,2015
2609,CA-2015-127446,25-11-2015,30-11-2015,Office Supplies,Arlington,United States,MC-17590,Matt Collister,Slow,5,November,76017,OFF-LA-10001317,Avery 520,Central,2.52,Corporate,Standard Class,Texas,Labels,2015
2610,CA-2015-127446,25-11-2015,30-11-2015,Furniture,Arlington,United States,MC-17590,Matt Collister,Slow,5,November,76017,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Central,1218.735,Corporate,Standard Class,Texas,Tables,2015
2611,CA-2015-127446,25-11-2015,30-11-2015,Office Supplies,Arlington,United States,MC-17590,Matt Collister,Slow,5,November,76017,OFF-LA-10000248,Avery 52,Central,5.904,Corporate,Standard Class,Texas,Labels,2015
2612,CA-2015-127446,25-11-2015,30-11-2015,Office Supplies,Arlington,United States,MC-17590,Matt Collister,Slow,5,November,76017,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Central,15.696,Corporate,Standard Class,Texas,Paper,2015
2613,CA-2015-127446,25-11-2015,30-11-2015,Furniture,Arlington,United States,MC-17590,Matt Collister,Slow,5,November,76017,FUR-FU-10000221,"Master Caster Door Stop, Brown",Central,6.096,Corporate,Standard Class,Texas,Furnishings,2015
2614,CA-2017-137204,28-04-2017,05-05-2017,Furniture,Los Angeles,United States,BO-11350,Bill Overfelt,Slow,7,April,90045,FUR-CH-10002304,"Global Stack Chair without Arms, Black",West,41.568,Corporate,Standard Class,California,Chairs,2017
2615,CA-2015-147298,26-04-2015,03-05-2015,Furniture,Los Angeles,United States,AG-10300,Aleksandra Gannaway,Slow,7,April,90049,FUR-CH-10004886,Bevis Steel Folding Chairs,West,230.28,Corporate,Standard Class,California,Chairs,2015
